HostParty,CDM project reference number,Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended
PH,8960,Applus1635788076.19,20/10/22,2014-01-01,2020-12-31
IN,9078,BVQI1650037521.35,20/10/22,2012-12-24,2012-12-31
IN,9078,BVQI1650037521.35,20/10/22,2013-01-01,2019-12-23
CN,1284,CTI1651751240.47,20/10/22,2016-01-07,2020-12-31
CL,9044,CarbonCheck_Cert1594977201.11,20/10/22,2014-05-15,2019-12-31
PE,8204,CarbonCheck_Cert1633017299.56,20/10/22,2016-01-01,2020-12-31
BR,480,ESPL1648200436.55,20/10/22,2011-01-10,2012-09-15
IN,9212,KBS_Cert1644843870.06,20/10/22,2019-01-07,2020-12-31
LK,9074,KBS_Cert1627459857.4,18/10/22,2018-01-01,2020-12-31
NI,191,KBS_Cert1650603779.06,18/10/22,2013-08-23,2016-02-29
IN,8589,Applus1646842853.36,17/10/22,2013-01-01,2020-12-31
IN,8589,Applus1646842853.36,17/10/22,2012-12-15,2012-12-31
EG,740,AENOR1646992345.39,14/10/22,2013-01-01,2015-07-31
EG,2742,AENOR1646847463.68,13/10/22,2013-01-01,2017-01-03
EG,3501,AENOR1646991140.58,13/10/22,2013-01-01,2017-09-22
EG,4687,AENOR1646991689.27,13/10/22,2013-01-01,2018-07-08
QA,10060,Applus1631006496.06,13/10/22,2016-01-01,2020-12-31
IN,7780,Applus1640000422.65,13/10/22,2013-01-28,2020-12-31
VN,4823,CarbonCheck_Cert1642757598.92,13/10/22,2013-01-01,2015-12-31
VN,9036,CarbonCheck_Cert1647615928.47,13/10/22,2016-01-12,2020-12-31
IN,1,EPIC_Sust1648535488.83,13/10/22,2013-01-03,2013-03-31
MU,4359,ESPL1629924138.07,13/10/22,2019-01-04,2020-12-31
KR,4661,Korean Standards Association1587373028.82,13/10/22,2013-01-07,2018-12-31
ET,9769,poaiss462931341~ET,11/10/22,2020-10-17,2020-12-31
IN,3880,Applus1637686622.35,10/10/22,2018-04-03,2020-12-31
IN,9067,Applus1648035005.72,10/10/22,2013-01-01,2019-12-23
IN,9067,Applus1648035005.72,10/10/22,2012-12-24,2012-12-31
CN,3838,CCSC_DOE1648802085.47,10/10/22,2018-01-01,2020-12-31
CN,8978,CTI1644211711.51,6/10/22,2013-01-01,2019-12-31
BR,9290,EPIC_Sust1639489647.55,6/10/22,2020-01-01,2020-06-30
BR,9290,EPIC_Sust1639489970.5,6/10/22,2020-01-07,2020-12-31
BR,52,EPIC_Sust1616763334.57,5/10/22,2018-05-27,2018-12-31
PK,7727,EPIC_Sust1651040215.24,4/10/22,2013-01-01,2019-12-31
TH,2556,4KEarth1620627598.16,29/9/22,2017-04-18,2020-02-20
CN,5181,CEPREI_Cert1652779612.12,29/9/22,2015-08-21,2018-10-23
BR,480,ESPL1648200980.27,29/9/22,2019-09-16,2020-12-31
IN,9216,KBS_Cert1638167224.51,29/9/22,2014-06-01,2019-08-31
PK,9314,RWTUV1644232252.88,29/9/22,2016-01-01,2020-12-31
TH,6222,poaiss717612263~TH,22/9/22,2019-01-01,2020-12-31
IN,4576,Applus1642588237.38,22/9/22,2012-01-07,2012-12-31
IN,4576,Applus1642588237.38,22/9/22,2013-01-01,2020-12-31
PK,9268,RWTUV1644232190.72,22/9/22,2016-01-01,2020-12-31
CN,8921,CTI1644211403.7,21/9/22,2013-01-01,2019-12-31
NI,8221,RWTUV1608194678.12,19/9/22,2013-01-01,2019-11-13
NI,8221,RWTUV1608194678.12,19/9/22,2012-11-14,2012-12-31
UG,4217,AENOR1649268719.48,16/9/22,2019-01-10,2020-12-31
PH,6707,poaiss332558690~PH,15/9/22,2020-01-01,2020-12-31
IN,7036,Applus1640119294.53,15/9/22,2013-08-29,2020-08-28
IN,5485,Applus1645030872.73,14/9/22,2020-03-18,2020-12-31
VN,4537,BVQI1647492500.07,14/9/22,2016-01-06,2018-08-30
IN,4920,Applus1645785447.36,12/9/22,2013-01-01,2018-09-19
MZ,10335,ICONTEC1604441021.53,12/9/22,2017-01-01,2020-06-30
HN,8950,poaiss960320017~HN,9/9/22,2019-01-09,2020-12-31
MN,5977,AENOR1646816586.67,9/9/22,2020-06-24,2020-12-31
KE,6549,ESPL1629094554.97,9/9/22,2018-12-31,2020-12-30
VN,3442,4KEarth1638013168.59,8/9/22,2017-11-10,2020-12-31
SV,297,AENOR1595938970.05,8/9/22,2019-01-01,2019-12-31
IN,7585,Applus1628495329.97,8/9/22,2016-09-05,2020-12-31
IN,4920,Applus1645785388.66,8/9/22,2011-09-20,2012-12-31
CN,5566,CCSC_DOE1651739324.02,8/9/22,2013-01-01,2019-12-31
CN,1743,CTI1643388266.28,8/9/22,2013-01-01,2015-06-08
CN,1743,CTI1643388500.69,7/9/22,2015-07-08,2020-12-31
CN,8016,CEPREI_Cert1647401539.55,6/9/22,2020-11-30,2020-12-31
IN,6315,Applus1635250743.01,2/9/22,2019-08-26,2020-12-31
CN,6769,Applus1637063563.08,2/9/22,2016-01-07,2019-12-31
IN,8102,Applus1642502072.02,2/9/22,2018-01-01,2020-12-31
IN,9100,EPIC_Sust1507970337.55,2/9/22,2012-12-22,2012-12-31
IN,9100,EPIC_Sust1507970337.55,2/9/22,2013-01-01,2016-05-31
CN,7834,lchan1650360916.28,2/9/22,2016-01-03,2016-09-30
MZ,9981,poaiss937801223~MZ,1/9/22,2019-01-01,2020-12-31
MZ,9981,poaiss389601884~MZ,1/9/22,2019-01-01,2020-12-31
IN,331,Applus1625503632.92,1/9/22,2013-01-01,2015-04-30
IN,3870,Applus1634636852.59,1/9/22,2013-01-01,2020-09-12
IN,8442,Applus1644521335.72,1/9/22,2017-01-01,2020-12-31
IN,7901,Applus1645785828.13,1/9/22,2019-01-11,2020-12-31
CN,5566,CCSC_DOE1651739725.91,1/9/22,2020-01-07,2020-12-31
MX,10055,RWTUV1516021455.24,30/8/22,2016-01-09,2017-12-31
CN,5896,Applus1637063476.4,26/8/22,2014-01-07,2020-12-31
CN,1375,CTI1643387882.72,26/8/22,2015-03-20,2020-12-31
LK,10441,poaiss912888630~LK,25/8/22,2019-08-02,2019-10-31
IN,8365,Applus1644573167.79,25/8/22,2013-01-01,2018-12-31
IN,8365,Applus1644573167.79,25/8/22,2012-11-26,2012-12-31
IN,7099,Applus1645787496.17,25/8/22,2013-01-01,2018-12-31
IN,7099,Applus1645787496.17,25/8/22,2012-04-09,2012-12-31
BR,3464,EPIC_Sust1636645822.2,25/8/22,2016-01-01,2019-11-30
CL,4800,AENOR1622111878.88,24/8/22,2015-01-01,2018-10-31
IN,1145,Applus1632765893.95,24/8/22,2013-01-01,2017-07-28
IN,10336,Applus1636549802.63,24/8/22,2016-01-12,2020-12-31
IN,9418,Applus1644573447.01,24/8/22,2013-01-02,2018-12-31
CN,3747,Applus1637063170.97,19/8/22,2016-01-01,2017-02-11
IN,4776,Applus1619867073.66,18/8/22,2020-01-02,2020-12-31
IN,430,Applus1623948733.24,18/8/22,2019-01-04,2020-12-31
KE,4513,Applus1624270431.92,18/8/22,2014-05-20,2020-12-31
CN,4527,Applus1643109447.42,18/8/22,2013-01-01,2018-05-31
CN,7086,Applus1644948598.53,18/8/22,2013-01-01,2019-10-31
CN,3748,Applus1645434727.79,18/8/22,2016-01-01,2018-12-08
CN,7941,Applus1647255258.44,18/8/22,2013-01-07,2020-06-30
CN,2175,Applus1651316036.43,18/8/22,2013-01-01,2016-08-03
LA,9038,CCSC_DOE1647831470.62,17/8/22,2020-01-01,2020-12-31
CN,1891,CTI1647180592.5,17/8/22,2015-01-01,2019-04-26
CL,8982,CarbonCheck_Cert1594977029.98,15/8/22,2013-01-01,2019-12-19
ID,9861,Korean Standards Association1637552661.37,15/8/22,2019-01-07,2020-12-31
IN,9871,Applus1631524918.22,12/8/22,2014-02-25,2020-12-31
IN,1568,Applus1642188244.86,12/8/22,2016-01-06,2018-04-04
LA,9038,CCSC_DOE1647831106.52,12/8/22,2019-01-11,2019-12-31
CL,10542,KEMCO1619482697.72,12/8/22,2020-01-31,2020-09-30
IN,3920,Applus1550141319.46,11/8/22,2011-12-22,2012-12-31
IN,3920,Applus1550141319.46,11/8/22,2013-01-01,2018-12-31
IN,8917,Applus1636719814.7,11/8/22,2013-01-01,2019-12-31
IN,4470,Applus1636720699.71,11/8/22,2016-01-09,2020-12-31
IN,8342,Applus1646937560.61,11/8/22,2017-09-29,2020-12-31
CN,8096,CTI1644201581.35,11/8/22,2013-01-01,2019-12-31
CN,8344,CTI1644210811.69,11/8/22,2013-01-01,2019-11-30
IN,1778,Applus1631883784.76,10/8/22,2016-01-04,2018-10-23
KH,5962,poaiss973765482~KH,5/8/22,2020-01-01,2020-12-31
IN,6164,RWTUV1634744509.67,5/8/22,2015-01-04,2019-12-31
IN,9630,Applus1635771470.38,4/8/22,2013-05-15,2019-12-31
IN,5425,Applus1636720322.57,4/8/22,2016-02-11,2020-12-31
IN,6781,Applus1636721871.32,4/8/22,2013-01-01,2020-12-31
CO,8879,ESPL1638819769.65,4/8/22,2018-01-07,2020-12-31
IN,2729,ESPL1642763697.98,4/8/22,2017-01-04,2018-03-17
IN,2729,ESPL1642783997.98,4/8/22,2018-06-29,2020-12-31
BR,5496,ICONTEC1643987606.77,4/8/22,2019-12-06,2020-12-31
BR,9375,RINA1629466823.93,4/8/22,2014-01-07,2020-12-31
CO,3816,RWTUV1616489908.24,4/8/22,2018-01-03,2020-02-10
IN,5439,Applus1642588889.46,29/7/22,2014-01-01,2019-04-29
IN,4942,Applus1643715155.1,29/7/22,2015-01-09,2020-12-31
BR,52,EPIC_Sust1616763968.05,29/7/22,2019-01-07,2020-02-03
IN,9480,ESPL1614665454.14,29/7/22,2016-01-09,2020-12-31
BF,9977,poaiss62771313~BF,28/7/22,2020-01-07,2020-12-31
CL,1374,AENOR1622111481.25,28/7/22,2013-01-01,2015-08-07
IN,9771,Applus1624550975.81,28/7/22,2014-02-18,2020-12-31
IN,10364,Applus1642425305.74,28/7/22,2017-04-19,2020-12-31
BR,52,EPIC_Sust1616763799.02,28/7/22,2019-01-01,2019-06-30
IN,1168,Applus1643704480.22,27/7/22,2017-01-09,2020-03-14
IN,8103,Applus1603737287.18,26/7/22,2019-01-03,2020-01-10
IN,10122,Applus1635773400.13,22/7/22,2017-02-18,2020-12-31
IN,1259,Applus1643704686.6,22/7/22,2017-01-07,2018-10-26
CN,7575,CCSC_DOE1640847318.88,22/7/22,2015-09-26,2019-12-31
CN,8939,CCSC_DOE1644305699.3,22/7/22,2013-01-01,2019-12-31
BR,5494,ICONTEC1643905946.01,22/7/22,2019-12-06,2020-12-31
ID,3193,RWTUV1633521819.51,22/7/22,2017-02-12,2020-12-31
IN,9651,Applus1635871823.74,21/7/22,2013-12-08,2019-12-31
CN,7835,CCSC_DOE1644305200.95,21/7/22,2013-01-01,2019-10-31
CN,8108,CTI1644204276.02,21/7/22,2013-01-01,2019-11-30
IN,9371,Applus1631010109.69,19/7/22,2019-12-31,2020-12-31
IN,5335,Applus1637059564.89,18/7/22,2016-01-05,2020-12-31
IN,10183,Applus1623948839.51,15/7/22,2019-01-04,2020-12-31
RW,9626,poaiss265011692~RW,14/7/22,2020-01-06,2020-12-31
CL,1052,AENOR1622111209.14,14/7/22,2014-01-01,2018-03-11
CL,1374,AENOR1622111632.09,14/7/22,2015-09-07,2018-12-31
CN,7364,Applus1637063596.92,14/7/22,2017-07-26,2020-03-31
CN,6423,Applus1644945889.73,14/7/22,2013-01-01,2019-11-30
CN,6426,Applus1644945932.58,14/7/22,2013-01-01,2019-11-30
BR,8,ESPL1620290805.64,14/7/22,2018-01-07,2020-02-03
IN,4078,Applus1631552876.26,12/7/22,2018-01-04,2020-12-31
IN,9371,Applus1631009889.35,7/7/22,2015-02-01,2019-12-30
IN,10360,Applus1631010407.52,7/7/22,2019-01-06,2020-12-31
CN,5897,Applus1637063535.17,7/7/22,2013-01-01,2019-12-31
CN,3668,Applus1637256627.89,7/7/22,2017-12-15,2020-12-31
IN,9487,Applus1639924217.23,7/7/22,2018-01-09,2019-12-31
CN,8416,CCSC_DOE1639453058.73,7/7/22,2015-09-25,2020-03-28
CN,8599,CCSC_DOE1639460586.63,7/7/22,2013-12-28,2019-10-12
CN,7480,CEPREI_Cert1647405173.32,7/7/22,2015-01-01,2019-12-31
IN,9515,ESPL1628704152.48,7/7/22,2013-02-15,2019-12-31
IN,7968,Applus1639487053.56,5/7/22,2018-01-09,2020-12-31
IN,921,Applus1620817448.98,1/7/22,2013-01-01,2014-03-23
IN,921,Applus1623155634.47,1/7/22,2014-03-24,2020-12-31
IN,9167,Applus1623948234.78,1/7/22,2019-01-04,2019-12-27
IN,9167,Applus1623948515.01,1/7/22,2019-12-28,2020-12-31
IN,6491,Applus1631006984.41,1/7/22,2013-01-01,2020-12-31
IN,10332,Applus1631008411.51,1/7/22,2016-10-30,2020-12-31
IN,5344,Applus1632921303.19,1/7/22,2019-09-26,2020-12-31
CN,3668,Applus1637062961.64,30/6/22,2016-01-01,2017-02-10
CL,8427,ESPL1621839788.1,30/6/22,2014-12-04,2020-12-31
BR,5484,ICONTEC1610568064.0,30/6/22,2019-06-11,2020-12-31
IN,1291,RINA1631726059.09,30/6/22,2018-01-01,2020-03-17
IN,8890,Applus1633627638.73,29/6/22,2017-08-15,2019-12-18
IN,4058,4KEarth1636870681.72,23/6/22,2020-01-01,2020-12-31
IN,8890,Applus1634578306.4,23/6/22,2019-12-19,2020-12-31
CN,6807,CTI1639652526.17,23/6/22,2015-01-07,2019-08-24
IN,10177,KBS_Cert1638942804.42,23/6/22,2015-08-09,2019-12-31
CL,10544,KEMCO1619482907.55,23/6/22,2020-01-31,2020-09-30
IN,10573,TUEV-SUED1637640706.65,23/6/22,2020-11-09,2020-12-31
IN,6651,Applus1634636577.8,22/6/22,2015-01-08,2020-12-31
BR,9301,RINA1632851117.79,22/6/22,2019-01-01,2020-12-31
PH,5979,poaiss738925040~PH,20/6/22,2019-01-06,2019-12-31
IN,10027,TUEV-SUED1633419786.61,20/6/22,2016-05-01,2020-12-31
MY,7245,CarbonCheck_Cert1601887321.4,17/6/22,2015-05-15,2019-12-31
IN,10110,Applus1627583591.42,16/6/22,2016-05-23,2020-12-31
IN,8072,Applus1635772377.18,16/6/22,2013-01-01,2020-12-31
CN,4408,Applus1637062886.96,16/6/22,2016-12-23,2018-06-30
CN,4499,Applus1637063327.65,16/6/22,2016-04-26,2018-05-31
CN,4499,Applus1637063368.0,16/6/22,2018-01-06,2020-12-31
CN,3747,Applus1637256821.93,16/6/22,2017-12-15,2020-12-31
CN,4581,Applus1637493544.28,16/6/22,2016-12-26,2018-05-31
BR,3464,EPIC_Sust1636646081.26,16/6/22,2019-01-12,2020-12-31
CL,8981,CarbonCheck_Cert1594976830.59,14/6/22,2013-01-01,2019-12-23
CN,7624,CTI1645001255.57,10/6/22,2020-01-01,2020-12-31
IN,4818,4KEarth1599113457.49,9/6/22,2015-01-04,2017-12-31
MX,6877,RINA1583240334.74,9/6/22,2014-09-30,2019-10-31
VN,10524,4KEarth1644834881.28,8/6/22,2020-01-10,2020-12-31
IN,3232,Applus1627322869.11,8/6/22,2013-01-01,2017-07-06
CN,4408,Applus1637062930.5,8/6/22,2018-01-07,2020-12-31
CN,4581,Applus1637493593.63,8/6/22,2018-01-06,2020-12-31
BR,7027,KBS_Cert1636618064.48,8/6/22,2016-04-11,2020-12-31
IN,10484,poaiss291232892~IN,7/6/22,2020-01-08,2020-12-31
CN,2088,Applus1643047561.17,7/6/22,2013-01-01,2016-02-22
MX,4634,RINA1583240162.89,7/6/22,2013-01-11,2019-10-31
IN,1273,Applus1638474536.1,3/6/22,2016-01-04,2019-05-26
IN,1291,RINA1631725894.66,3/6/22,2017-01-04,2017-12-31
VN,4550,4KEarth1632213698.37,2/6/22,2019-01-09,2020-12-31
CN,7230,CTI1631766599.3,2/6/22,2016-12-25,2020-09-16
CN,5914,CTI1631768201.38,2/6/22,2017-01-01,2020-05-14
CN,5917,CTI1631768470.95,2/6/22,2017-01-01,2020-05-14
CN,8304,CTI1631781570.29,2/6/22,2016-12-25,2020-11-29
CN,5285,CTI1639652466.65,2/6/22,2015-01-07,2018-11-15
BR,8021,KBS_Cert1636617908.63,2/6/22,2013-01-03,2020-02-29
TH,7650,TUEV-SUED1608194350.79,2/6/22,2014-01-06,2019-04-30
TH,7474,TUEV-SUED1608194646.36,2/6/22,2014-01-03,2019-04-30
CN,7219,CTI1631767023.41,1/6/22,2016-12-25,2020-09-16
IN,9225,Applus1631553126.88,27/5/22,2014-03-30,2018-01-20
IN,2092,Applus1632764411.62,27/5/22,2013-01-01,2019-01-30
CN,4046,CTI1639652028.42,27/5/22,2015-01-07,2018-04-01
CN,8071,CTI1639728257.24,27/5/22,2015-01-07,2019-11-14
CN,4769,CTI1640056300.94,27/5/22,2015-01-07,2018-04-05
IN,1286,ESPL1631176768.05,27/5/22,2020-01-03,2020-06-30
IN,8606,KBS_Cert1634207903.61,27/5/22,2015-01-07,2019-12-14
IN,8606,KBS_Cert1634208105.17,27/5/22,2019-12-15,2020-12-31
IN,9154,KBS_Cert1634214406.03,27/5/22,2015-01-09,2019-12-31
IN,9154,KBS_Cert1634529341.97,27/5/22,2020-01-01,2020-12-31
DO,8530,RWTUV1637584253.93,27/5/22,2020-01-01,2020-12-31
CN,5746,CCSC_DOE1631072069.89,25/5/22,2016-12-21,2020-05-03
CN,574,CTI1638848383.38,24/5/22,2019-01-01,2020-12-31
BR,7156,poaiss550604680~BR,19/5/22,2016-01-01,2020-12-31
IN,9571,Applus1628180270.07,19/5/22,2014-01-01,2020-12-31
IN,10404,TUEV-SUED1637231863.75,19/5/22,2020-01-08,2020-12-31
IN,10315,Applus1603370658.19,16/5/22,2017-01-20,2020-06-30
IN,1632,Applus1614271391.14,13/5/22,2013-01-01,2020-12-04
IN,10164,Applus1625154886.48,13/5/22,2017-02-03,2020-12-31
IN,9740,Applus1636718379.13,13/5/22,2015-12-16,2020-12-31
CO,3461,AENOR1639131491.7,12/5/22,2019-01-07,2020-12-31
CN,2842,Applus1634827196.77,12/5/22,2014-05-18,2017-06-29
MW,9933,CarbonCheck_Cert1507719403.47,12/5/22,2016-12-08,2017-07-27
BR,9925,ESPL1631183233.47,12/5/22,2018-01-01,2020-12-31
NI,6143,KBS_Cert1631598035.14,12/5/22,2016-01-01,2019-12-31
HN,5584,KBS_Cert1632924631.16,12/5/22,2016-01-01,2020-12-31
IN,9502,poaiss768530681~IN,11/5/22,2013-01-07,2018-12-31
IN,5537,Applus1634550640.46,11/5/22,2014-01-07,2019-12-31
CN,8555,CTI1631008196.86,11/5/22,2020-01-01,2020-12-31
CN,5284,CTI1639652307.99,11/5/22,2015-01-07,2019-03-14
CO,6804,EPIC_Sust1636648000.67,11/5/22,2020-01-06,2020-12-31
CO,735,ICONTEC1631894305.47,11/5/22,2019-01-01,2020-12-31
IN,4489,Applus1634635772.78,10/5/22,2020-01-09,2020-12-31
CN,4150,CCSC_DOE1631929626.14,10/5/22,2020-02-21,2020-12-20
PH,6707,poaiss275908190~PH,9/5/22,2019-01-01,2019-12-31
CN,2993,Applus1634827620.39,9/5/22,2014-05-19,2020-12-31
CN,5255,Applus1635846799.28,9/5/22,2013-01-01,2015-12-31
BR,7110,ESPL1616499838.76,9/5/22,2020-03-03,2020-12-31
CN,2406,CCSC_DOE1631929292.17,6/5/22,2016-08-20,2020-12-31
IN,1299,ESPL1631176592.23,6/5/22,2020-01-03,2020-08-30
IN,4026,KBS_Cert1617164718.21,5/5/22,2013-01-01,2018-01-16
BR,6571,RINA1629808402.52,5/5/22,2013-01-01,2019-03-09
BR,6571,RINA1629808402.52,5/5/22,2012-04-09,2012-12-31
MX,1307,RWTUV1577707192.91,5/5/22,2013-01-01,2018-02-24
MX,1307,RWTUV1577707192.91,5/5/22,2012-01-03,2012-12-31
IN,9460,Applus1602266815.41,4/5/22,2014-03-09,2020-09-30
CN,4421,Applus1635787635.9,4/5/22,2015-05-28,2018-04-30
CN,5275,CTI1639652200.0,4/5/22,2015-01-07,2018-11-13
IN,8855,poaiss508188301~IN,2/5/22,2020-01-04,2020-12-31
IN,8855,poaiss364038995~IN,2/5/22,2019-01-04,2020-03-31
IN,4309,Applus1627578335.27,29/4/22,2012-01-03,2012-12-31
IN,4309,Applus1627578335.27,29/4/22,2013-01-01,2020-12-31
IN,8312,Applus1627583345.15,28/4/22,2019-09-05,2020-12-31
IN,7160,Applus1630155127.41,28/4/22,2013-01-01,2020-12-31
IN,7461,Applus1634635993.14,28/4/22,2020-02-02,2020-12-31
CN,5933,CTI1631767599.94,28/4/22,2016-12-25,2020-03-04
IN,4026,KBS_Cert1617164885.78,28/4/22,2018-01-17,2020-12-31
IN,10403,TUEV-SUED1634718263.27,28/4/22,2020-02-08,2020-12-31
IN,6690,Applus1616247025.8,27/4/22,2013-01-01,2019-12-31
IN,8347,Applus1624264555.76,27/4/22,2013-01-01,2020-12-31
IN,1687,Applus1634849644.74,27/4/22,2018-07-07,2020-12-31
IN,1904,Applus1632766137.63,26/4/22,2018-01-04,2019-04-05
GH,10576,poaiss543506920~GH,22/4/22,2020-03-11,2020-12-31
IN,5921,RINA1623853446.37,22/4/22,2020-01-07,2020-12-31
NG,5067,poaiss397663551~NG,21/4/22,2020-01-07,2020-12-31
IN,7376,Applus1617818003.38,21/4/22,2013-01-01,2020-04-30
IN,10073,Applus1624264843.51,21/4/22,2014-04-12,2020-12-31
IN,4382,Applus1626284856.44,21/4/22,2013-01-01,2020-12-31
IN,5068,Applus1631528828.49,21/4/22,2013-01-01,2020-12-31
IN,4759,Applus1632844766.43,21/4/22,2016-01-09,2018-03-05
IN,4280,Applus1633627314.42,21/4/22,2016-10-08,2020-12-31
CN,7152,CTI1636382541.76,21/4/22,2016-01-01,2019-09-30
IN,528,KBS_Cert1545820723.65,21/4/22,2014-01-09,2015-08-31
IN,9376,KBS_Cert1634543562.56,21/4/22,2016-01-01,2019-12-30
IN,1116,BVQI1582199088.31,20/4/22,2017-01-04,2019-01-03
MW,5962,poaiss295257113~MW,19/4/22,2019-01-01,2019-12-31
IN,10212,Applus1537272738.1,19/4/22,2015-01-12,2018-06-30
IN,10066,Applus1610992232.31,19/4/22,2014-12-16,2020-11-30
IN,6674,Applus1613561791.39,19/4/22,2013-01-01,2020-12-31
IN,6003,Applus1630246651.78,19/4/22,2013-01-01,2020-04-30
BD,10560,CarbonCheck_Cert1641970969.26,19/4/22,2020-11-27,2020-12-31
CL,10548,KTRCert1626308974.97,19/4/22,2020-05-02,2020-12-31
CN,2012,CCSC_DOE1640246648.29,14/4/22,2016-09-29,2020-12-31
JM,5522,CTI1630078801.04,14/4/22,2013-01-01,2019-02-28
JM,5522,CTI1630078801.04,14/4/22,2012-01-03,2012-12-31
VN,4720,CarbonCheck_Cert1635308615.12,14/4/22,2013-01-01,2018-12-31
BD,10559,CarbonCheck_Cert1641969883.16,14/4/22,2020-11-27,2020-12-31
BD,10561,CarbonCheck_Cert1641970190.2,14/4/22,2020-10-30,2020-12-31
BD,10562,CarbonCheck_Cert1641971252.17,14/4/22,2020-10-20,2020-12-31
BR,1247,EPIC_Sust1631030609.0,14/4/22,2020-01-04,2020-12-31
BR,4788,ESPL1625825132.01,14/4/22,2016-01-01,2019-02-02
BR,4788,ESPL1625834249.44,14/4/22,2019-03-02,2020-12-31
IN,9376,KBS_Cert1634543742.62,14/4/22,2019-12-31,2020-12-31
IN,4956,RINA1633092166.68,14/4/22,2020-01-07,2020-12-31
BR,1491,EPIC_Sust1628860496.09,13/4/22,2020-01-04,2020-12-31
CN,1136,CCSC_DOE1640338495.22,12/4/22,2016-09-29,2020-12-31
CN,1079,CCSC_DOE1640847577.08,12/4/22,2016-09-29,2020-12-31
PA,6588,ESPL1624482293.46,12/4/22,2013-01-01,2019-12-31
IN,1575,TUEV-SUED1632484875.0,8/4/22,2017-07-05,2020-12-31
LA,10030,poaiss326676434~LA,7/4/22,2020-01-08,2020-12-31
KH,10030,poaiss326676434~KH,7/4/22,2020-01-08,2020-12-31
JM,239,CTI1630077440.92,7/4/22,2013-01-01,2014-04-28
IN,4930,RINA1614624114.23,7/4/22,2020-01-01,2020-12-31
IN,9502,poaiss578127545~IN,5/4/22,2013-01-07,2018-12-31
CL,6635,AENOR1624862103.16,5/4/22,2019-01-12,2020-12-31
MN,5977,KEMCO1626049677.18,5/4/22,2020-01-01,2020-06-23
IN,9467,Applus1580461852.98,1/4/22,2013-01-01,2019-12-31
IN,10321,TUEV-SUED1627621625.69,1/4/22,2016-12-16,2020-12-31
KH,5962,poaiss285818576~KH,31/3/22,2019-01-01,2019-12-31
ID,673,BVQI1633436533.16,31/3/22,2016-01-07,2019-05-10
BR,1179,EPIC_Sust1634143588.65,31/3/22,2020-01-04,2020-12-31
IN,10371,RINA1626726689.88,31/3/22,2017-07-26,2020-12-31
IN,9113,Applus1614271895.22,30/3/22,2013-01-01,2020-12-31
IN,7562,Applus1614342197.26,30/3/22,2013-01-04,2020-12-31
IN,4677,Applus1591033227.65,29/3/22,2019-02-01,2020-01-04
IN,6366,Applus1626285039.77,25/3/22,2013-01-01,2020-12-31
IN,1667,Applus1631008120.91,25/3/22,2016-08-31,2020-12-31
PH,6707,poaiss331065843~PH,24/3/22,2018-01-01,2018-12-31
IN,10153,Applus1564303354.24,24/3/22,2017-07-26,2019-06-30
IN,986,Applus1568111681.61,24/3/22,2015-01-20,2017-04-27
IN,9402,Applus1615891496.23,24/3/22,2013-01-01,2019-12-31
IN,3238,Applus1624268038.49,24/3/22,2015-02-01,2017-07-16
IN,9345,Applus1627492410.1,24/3/22,2013-01-01,2020-12-31
IN,5001,Applus1631551211.91,24/3/22,2012-01-09,2012-12-31
IN,5001,Applus1631551211.91,24/3/22,2013-01-01,2019-08-31
IN,9235,Applus1634980347.72,24/3/22,2013-01-03,2020-12-31
KR,4665,CCSC_DOE1630914034.38,24/3/22,2020-01-05,2020-12-31
IN,4437,Applus1614271543.11,23/3/22,2013-01-01,2020-12-31
IN,4776,sergeyf731618828753.52,21/3/22,2016-01-09,2017-09-30
IN,4776,sergeyf731618828921.37,21/3/22,2017-01-10,2018-08-12
BR,968,ESPL1619071057.04,18/3/22,2015-12-13,2016-12-31
CL,6635,AENOR1624604596.32,17/3/22,2013-01-01,2019-11-30
IN,5257,Applus1557750802.84,17/3/22,2013-01-01,2016-01-10
IN,5257,Applus1557750802.84,17/3/22,2012-07-26,2012-12-31
NI,198,KBS_Cert1626707114.08,17/3/22,2014-10-08,2015-12-31
NI,198,KBS_Cert1626707523.25,17/3/22,2018-01-01,2019-05-31
KR,290,KTRCert1628129538.12,17/3/22,2020-02-06,2020-12-31
BR,165,RINA1440168277.8,17/3/22,2013-09-14,2014-09-30
BR,1165,RINA1627561119.67,17/3/22,2020-01-01,2020-12-31
NI,198,KBS_Cert1626707411.91,16/3/22,2016-01-01,2017-12-31
BF,9977,poaiss857710075~BF,15/3/22,2019-01-07,2020-06-30
IN,9181,poaiss54782541~IN,14/3/22,2020-06-27,2020-12-31
ZM,6864,poaiss540275206~ZM,11/3/22,2020-01-07,2020-12-31
GT,8480,poaiss144709790~GT,10/3/22,2020-01-08,2020-12-31
IN,10165,Applus1631529087.99,10/3/22,2016-01-01,2020-12-31
CN,7497,Applus1631552232.63,10/3/22,2013-01-07,2020-06-30
PK,5461,BVQI1616757740.01,10/3/22,2019-01-05,2020-12-31
MG,7359,poaiss827556808~MG,9/3/22,2020-04-16,2020-12-31
KE,7359,poaiss827556808~KE,9/3/22,2020-04-16,2020-12-31
IN,9487,ESPL1551079284.74,7/3/22,2013-09-23,2018-08-31
IN,376,Applus1627578272.84,3/3/22,2010-01-09,2012-12-31
