PA/PoA,CDM project reference number,HostParty,DOE,Project type (UNEP DTU),Project subtype (UNEP DTU),Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended, Units - Total ,CP,Monitoring report number,Last_updated
PA,10262,IN,Earthood,Wind,Wind,ESPL1634236113.83,19/1/23,8/5/17,19/2/19," 28,286 ",2,1,21Jun2023
PA,9741,CL,Earthood,Wind,Wind,ESPL1647964164.45,19/1/23,12/6/18,31/12/20," 621,279 ",2,1,21Jun2023
PA,2965,IN,KBS,Hydro,Run of river,KBS_Cert1638247715.65,19/1/23,1/1/13,14/3/20," 123,824 ",2,2,21Jun2023
PA,6083,ZA,TUV NORD,N2O,Nitric acid,RWTUV1565352572.77,19/1/23,1/8/18,31/5/19," 157,418 ",2,7,21Jun2023
PA,425,MX,TUV NORD,Landfill gas,Landfill power,RWTUV1577707025.72,19/1/23,1/2/12,31/12/12," 36,326 ",1,7,21Jun2023
PA,425,MX,TUV NORD,Landfill gas,Landfill power,RWTUV1577707025.72,19/1/23,1/1/13,14/7/16," 136,306 ",2,7,21Jun2023
PA,10135,IN,LGAI,Wind,Wind,Applus1631522128.42,17/1/23,1/1/16,31/12/20," 160,359 ",2,1,21Jun2023
PA,6912,IN,LGAI,Wind,Wind,Applus1644947084.74,17/1/23,16/8/12,31/12/12," 5,833 ",1,1,21Jun2023
PA,6912,IN,LGAI,Wind,Wind,Applus1644947084.74,17/1/23,1/1/13,31/12/18," 91,305 ",2,1,21Jun2023
PA,4097,CN,CTI,Hydro,Run of river,CTI1653379843.61,17/1/23,1/8/12,31/12/12," 14,432 ",1,1,21Jun2023
PA,4097,CN,CTI,Hydro,Run of river,CTI1653379843.61,17/1/23,1/1/13,31/7/19," 321,693 ",2,1,21Jun2023
PA,4330,CN,CTI,Wind,Wind,CTI1632894028.58,16/1/23,1/1/13,26/1/18," 82,298 ",2,2,21Jun2023
PA,889,BR,Earthood,Biomass Energy,Forest biomass,ESPL1652448811.91,16/1/23,1/4/16,9/3/17," 27,510 ",2,7,21Jun2023
PoA,6573,BR,LGAI,Landfill gas,Landfill power,poaiss620595207~BR,12/1/23,5/10/19,2/3/20," 127,650 ",2,9,21Jun2023
PA,4626,VN,LGAI,Hydro,Existing dam,Applus1592047858.16,12/1/23,1/1/13,29/4/19," 25,286 ",2,1,21Jun2023
PA,4626,VN,LGAI,Hydro,Existing dam,Applus1592047858.16,12/1/23,30/4/12,31/12/12," 1,149 ",1,1,21Jun2023
PA,6693,PE,LGAI,Hydro,Run of river,Applus1637166358.0,12/1/23,1/1/13,31/7/19," 100,291 ",2,1,21Jun2023
PA,6693,PE,LGAI,Hydro,Run of river,Applus1637166358.0,12/1/23,1/8/12,31/12/12," 6,872 ",1,1,21Jun2023
PA,118,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1654160935.46,12/1/23,1/1/13,9/12/15," 56,240 ",2,8,21Jun2023
PA,118,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1654160935.46,12/1/23,1/4/12,31/12/12," 13,703 ",1,8,21Jun2023
PA,3435,CN,LGAI,Hydro,New dam,Applus1659261305.22,12/1/23,1/1/13,25/9/17," 1,117,317 ",2,2,21Jun2023
PA,5036,CN,CTI,Wind,Wind,CTI1652056483.06,12/1/23,1/1/19,29/11/19," 91,668 ",2,2,21Jun2023
PA,6179,CN,CTI,Wind,Wind,CTI1652056980.0,12/1/23,1/1/19,30/6/20," 147,094 ",2,2,21Jun2023
PA,7337,CN,CTI,Wind,Wind,CTI1657502802.62,12/1/23,1/7/16,31/12/19," 307,974 ",2,2,21Jun2023
PA,7339,CN,CTI,Wind,Wind,CTI1657503066.0,12/1/23,1/7/16,31/12/19," 334,472 ",2,2,21Jun2023
PA,7552,CN,CTI,Wind,Wind,CTI1657503295.56,12/1/23,1/7/16,31/10/19," 296,646 ",2,2,21Jun2023
PA,4597,CN,CTI,Hydro,Run of river,CTI1657621129.38,12/1/23,25/7/16,21/6/18," 67,942 ",2,4,21Jun2023
PA,1410,BR,Earthood,Methane avoidance,Aerobic treatment of waste water,ESPL1644926052.75,9/1/23,1/1/20,31/12/20," 23,008 ",2,6,21Jun2023
PA,3469,CN,CCSC,Wind,Wind,CCSC_DOE1656469109.08,6/1/23,1/7/12,31/12/12," 47,784 ",1,2,21Jun2023
PA,4912,CN,CCSC,Wind,Wind,CCSC_DOE1657810726.81,6/1/23,11/7/11,31/12/12," 150,833 ",1,1,21Jun2023
PA,3060,CN,CCSC,Wind,Wind,CCSC_DOE1657887869.4,6/1/23,1/8/12,31/12/12," 44,208 ",1,3,21Jun2023
PA,6287,UY,AENOR,Wind,Wind,AENOR1623664390.36,5/1/23,1/6/19,31/12/20," 4,870 ",2,3,21Jun2023
PA,7446,IN,LGAI,Hydro,Existing dam,Applus1571770253.41,5/1/23,1/1/13,1/7/19," 65,933 ",2,1,21Jun2023
PA,10250,IN,LGAI,Solar,Solar PV,Applus1634577234.84,5/1/23,26/9/16,31/12/20," 36,250 ",2,1,21Jun2023
PA,4856,IN,LGAI,Hydro,Existing dam,Applus1645786045.0,5/1/23,1/4/14,31/12/20," 129,102 ",2,3,21Jun2023
PA,3804,CN,CCCI,Hydro,Run of river,CCCI_DOE1657548988.03,5/1/23,1/10/12,31/12/12," 89,707 ",1,5,21Jun2023
PA,1366,CN,CCSC,Biomass Energy,Agricultural residues: other kinds,CCSC_DOE1657251548.3,5/1/23,1/1/13,31/3/15," 308,901 ",2,2,21Jun2023
PA,1366,CN,CCSC,Biomass Energy,Agricultural residues: other kinds,CCSC_DOE1657724012.25,5/1/23,10/5/16,31/12/20," 550,479 ",2,3,21Jun2023
PA,2441,CN,CCSC,Wind,Wind,CCSC_DOE1657888237.42,5/1/23,1/8/12,31/12/12," 46,548 ",1,3,21Jun2023
PA,6715,PE,ICONTEC,Hydro,Run of river,ICONTEC1658408017.27,5/1/23,1/1/16,31/12/20," 118,148 ",2,1,21Jun2023
PA,6350,BR,RINA,Wind,Wind,RINA1654098434.74,5/1/23,1/1/13,31/12/19," 702,275 ",2,1,21Jun2023
PoA,10186,UG,TUV NORD,Energy distribution,Connection of isolated grid,poaiss539165450~UG,4/1/23,1/1/18,31/12/20," 600,114 ",2,3,21Jun2023
PA,1265,CL,AENOR,Hydro,Run of river,AENOR1622111776.81,3/1/23,1/1/16,31/12/18," 572,509 ",2,7,21Jun2023
PA,10136,IN,LGAI,Wind,Wind,Applus1631524334.05,3/1/23,1/1/16,31/12/20," 168,917 ",2,1,21Jun2023
PA,3598,IN,LGAI,Hydro,Run of river,Applus1645786626.35,3/1/23,1/6/11,31/12/12," 34,546 ",1,2,21Jun2023
PA,3598,IN,LGAI,Hydro,Run of river,Applus1645786626.35,3/1/23,1/1/13,17/9/17," 91,423 ",2,2,21Jun2023
PA,117,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1654244802.21,3/1/23,1/4/12,31/12/12," 11,089 ",1,8,21Jun2023
PA,117,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1654244802.21,3/1/23,1/1/13,9/12/15," 37,467 ",2,8,21Jun2023
PA,2899,CN,LGAI,Hydro,Existing dam,Applus1654247134.31,3/1/23,1/1/13,14/3/17," 233,676 ",2,3,21Jun2023
PA,2899,CN,LGAI,Hydro,Existing dam,Applus1654247134.31,3/1/23,1/12/12,31/12/12," 2,256 ",1,3,21Jun2023
PA,5181,CN,CEPREI,Wind,Wind,CEPREI_Cert1653476152.4,3/1/23,24/10/18,31/12/20," 62,613 ",2,6,21Jun2023
PA,8920,CN,CTI,Fossil fuel switch,Oil to natural gas,CTI1661580316.13,3/1/23,1/1/18,31/12/19," 18,690 ",2,1,21Jun2023
PA,7858,BR,RINA,Hydro,Run of river,RINA1654098295.53,3/1/23,1/1/13,31/12/19," 196,354 ",2,1,21Jun2023
PA,7802,BR,RINA,Wind,Wind,RINA1654098354.03,3/1/23,1/9/13,31/8/20," 256,372 ",2,1,21Jun2023
PA,7725,BR,RINA,Wind,Wind,RINA1654098486.47,3/1/23,1/1/13,31/12/19," 1,307,235 ",2,1,21Jun2023
PA,9063,BR,RINA,Landfill gas,Landfill power,RINA1605621268.01,29/12/22,31/7/13,2/3/20," 454,851 ",2,1,21Jun2023
PoA,6573,BR,LGAI,Landfill gas,Landfill power,poaiss144833768~BR,27/12/22,1/1/18,4/10/19," 541,998 ",2,8,21Jun2023
PA,10312,UG,GHD,Hydro,Run of river,CRA1647606356.39,27/12/22,4/1/19,31/12/20," 87,330 ",2,4,21Jun2023
PA,6534,BR,RINA,Hydro,New dam,RINA1622111170.91,27/12/22,1/1/15,31/12/20," 2,013,272 ",2,1,21Jun2023
PoA,6207,RW,Carbon Check,EE households,Stoves,poaiss596609418~RW,22/12/22,1/7/20,31/12/20," 123,309 ",2,8,21Jun2023
PoA,5342,GH,Earthood,EE households,Stoves,poaiss292415226~GH,22/12/22,1/4/20,31/12/20," 47,815 ",2,8,21Jun2023
PoA,5342,NG,Earthood,EE households,Stoves,poaiss528076843~NG,22/12/22,1/4/20,31/12/20," 72,244 ",2,8,21Jun2023
PA,9688,IN,LGAI,Wind,Wind,Applus1629204930.1,22/12/22,1/10/13,31/12/19," 446,632 ",2,1,21Jun2023
PA,6201,IN,LGAI,Wind,Wind,Applus1647947674.09,22/12/22,15/5/12,31/12/12," 22,747 ",1,1,21Jun2023
PA,6201,IN,LGAI,Wind,Wind,Applus1647947674.09,22/12/22,1/1/13,31/12/19," 160,130 ",2,1,21Jun2023
PA,9467,IN,LGAI,Hydro,New dam,Applus1647968253.35,22/12/22,1/1/20,31/12/20," 7,963 ",2,2,21Jun2023
PA,5871,IN,LGAI,Wind,Wind,Applus1649101723.12,22/12/22,9/3/12,31/12/12," 19,942 ",1,1,21Jun2023
PA,5871,IN,LGAI,Wind,Wind,Applus1649101723.12,22/12/22,1/1/13,31/12/19," 103,239 ",2,1,21Jun2023
PA,3591,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1649273496.41,22/12/22,1/1/13,31/12/20," 439,903 ",2,2,21Jun2023
PA,3591,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1649273496.41,22/12/22,1/8/12,31/12/12," 26,427 ",1,2,21Jun2023
PA,6667,IN,LGAI,Wind,Wind,Applus1650365952.7,22/12/22,1/11/12,31/12/12, 95 ,1,1,21Jun2023
PA,6667,IN,LGAI,Wind,Wind,Applus1650365952.7,22/12/22,1/1/13,31/12/20," 40,800 ",2,1,21Jun2023
PA,6720,IN,LGAI,Wind,Wind,Applus1651315856.34,22/12/22,1/1/13,31/12/20," 63,403 ",2,1,21Jun2023
PA,6720,IN,LGAI,Wind,Wind,Applus1651315856.34,22/12/22,15/10/12,31/12/12, 836 ,1,1,21Jun2023
PA,1549,IN,BVCH,Hydro,Run of river,BVQI1650456832.28,22/12/22,27/7/16,8/10/18," 43,475 ",2,3,21Jun2023
PA,4320,CN,CCCI,Wind,Wind,CCCI_DOE1658110679.73,22/12/22,20/1/18,31/12/20," 1,612,753 ",2,2,21Jun2023
PA,6205,CN,CCCI,Wind,Wind,CCCI_DOE1658633988.95,22/12/22,1/7/12,31/12/12," 37,578 ",1,1,21Jun2023
PA,8682,CN,CTI,Wind,Wind,CTI1653577183.61,22/12/22,1/1/13,31/12/19," 102,891 ",2,1,21Jun2023
PA,2265,IN,Earthood,Wind,Wind,ESPL1631095093.78,22/12/22,1/2/18,21/3/19," 63,787 ",2,10,21Jun2023
PA,7196,BR,KBS,Wind,Wind,KBS_Cert1652005795.46,22/12/22,31/12/13,30/12/20," 1,957,764 ",2,1,21Jun2023
PA,9244,IN,LGAI,Hydro,Run of river,Applus1614794348.18,19/12/22,31/1/14,31/12/20," 241,608 ",2,1,21Jun2023
PA,1514,IN,LGAI,Hydro,Run of river,Applus1635279755.99,19/12/22,1/6/13,17/9/20," 84,429 ",2,4,21Jun2023
PA,9960,KE,AENOR,Wind,Wind,AENOR1646752598.6,15/12/22,1/10/18,31/12/20," 12,832 ",2,2,21Jun2023
PA,7783,KE,AENOR,Hydro,Existing dam,AENOR1646752771.77,15/12/22,1/10/18,31/12/20," 28,342 ",2,3,21Jun2023
PA,5023,KE,AENOR,Hydro,Existing dam,AENOR1646752799.22,15/12/22,1/10/18,31/12/20," 24,156 ",2,3,21Jun2023
PA,5661,CN,CCCI,Wind,Wind,CCCI_DOE1658508609.34,15/12/22,1/5/12,31/12/12," 56,824 ",1,1,21Jun2023
PA,5681,CN,CCCI,Wind,Wind,CCCI_DOE1658508974.42,15/12/22,1/4/12,31/12/12," 82,722 ",1,1,21Jun2023
PA,5895,CN,CCCI,Wind,Wind,CCCI_DOE1658632274.87,15/12/22,1/5/12,31/12/12," 41,228 ",1,1,21Jun2023
PA,8324,IN,BVCH,Wind,Wind,BVQI1644410049.37,14/12/22,1/12/13,22/11/19," 520,589 ",2,2,21Jun2023
PA,6338,CN,CCSC,Wind,Wind,CCSC_DOE1652416605.62,14/12/22,25/8/15,26/9/19," 115,552 ",2,3,21Jun2023
PA,9544,IN,LGAI,Wind,Wind,Applus1650285384.71,9/12/22,31/1/14,31/12/20," 13,566 ",2,1,21Jun2023
PA,5556,VN,KEarth,Landfill gas,Landfill composting,4KEarth1646130258.5,8/12/22,6/1/20,31/12/20," 223,111 ",2,5,21Jun2023
PA,6610,IN,LGAI,Wind,Wind,Applus1487584585.24,8/12/22,9/12/14,31/12/16," 19,636 ",2,3,21Jun2023
PA,9095,UY,LGAI,Wind,Wind,Applus1617822856.47,8/12/22,1/5/14,31/8/20," 150,566 ",2,1,21Jun2023
PA,3926,IN,LGAI,Biomass Energy,Agricultural residues: rice husk,Applus1631526780.68,8/12/22,1/1/13,31/12/20," 87,023 ",2,2,21Jun2023
PA,4209,IN,LGAI,Wind,Wind,Applus1644520745.77,8/12/22,1/1/13,15/12/17," 61,102 ",2,2,21Jun2023
PA,4209,IN,LGAI,Wind,Wind,Applus1644520745.77,8/12/22,21/12/11,31/12/12," 45,045 ",1,2,21Jun2023
PA,968,BR,Earthood,Hydro,Run of river,ESPL1619071262.54,8/12/22,1/1/17,31/12/18," 180,778 ",2,10,21Jun2023
PA,2992,CM,RINA,Landfill gas,Landfill flaring,RINA1624007418.2,8/12/22,23/2/18,31/12/20," 240,768 ",2,5,21Jun2023
PA,5652,CN,LGAI,Landfill gas,Landfill power,Applus1655979651.05,7/12/22,1/4/13,31/12/20," 278,505 ",2,2,21Jun2023
PoA,10443,MG,LGAI,EE households,Stoves,poaiss117175179~MG,6/12/22,1/6/20,31/12/20," 220,392 ",2,4,21Jun2023
PoA,10474,BI,LGAI,EE households,Stoves,poaiss451424024~BI,6/12/22,1/5/20,31/12/20," 183,191 ",2,3,21Jun2023
PA,10319,IN,LGAI,Wind,Wind,Applus1637070522.55,1/12/22,27/12/16,31/12/20," 200,687 ",2,1,21Jun2023
PA,6732,CN,LGAI,Landfill gas,Landfill power,Applus1652436711.09,1/12/22,1/1/16,31/12/20," 287,343 ",2,2,21Jun2023
PA,5693,CN,CCSC,Wind,Wind,CCSC_DOE1657286539.13,1/12/22,15/5/12,31/12/12," 57,981 ",1,1,21Jun2023
PA,6133,CN,CCSC,Wind,Wind,CCSC_DOE1657724336.53,1/12/22,8/5/12,31/12/12," 49,785 ",1,1,21Jun2023
PA,6255,CN,CCSC,Wind,Wind,CCSC_DOE1658305744.34,1/12/22,23/5/12,31/12/12," 66,147 ",1,1,21Jun2023
PA,6724,CN,CTI,Hydro,Run of river,CTI1655358526.53,1/12/22,1/1/13,30/8/19," 364,092 ",2,1,21Jun2023
PA,3009,KR,KSA,Solar,Solar PV,Korean Standards Association1658880958.74,1/12/22,1/1/13,29/2/20," 92,885 ",2,2,21Jun2023
PA,3009,KR,KSA,Solar,Solar PV,Korean Standards Association1658880958.74,1/12/22,1/6/11,31/12/12," 19,280 ",1,2,21Jun2023
PA,6208,BR,RINA,Hydro,Run of river,RINA1645547074.11,1/12/22,1/1/14,24/7/19," 236,809 ",2,2,21Jun2023
PA,9824,LK,TUV NORD,Wind,Wind,RWTUV1462947718.63,1/12/22,28/1/14,31/3/16," 31,118 ",2,1,21Jun2023
PoA,9416,IN,KBS,Hybrid renewables,Solar & wind,poaiss516945233~IN,28/11/22,1/3/13,30/9/19," 2,134,276 ",2,1,21Jun2023
PoA,9416,IN,KBS,Hybrid renewables,Solar & wind,poaiss328853777~IN,25/11/22,1/10/19,31/12/20," 507,236 ",2,2,21Jun2023
PA,3238,IN,LGAI,Wind,Wind,Applus1624268245.47,25/11/22,17/7/17,31/12/20," 91,325 ",2,4,21Jun2023
PA,2513,CN,LGAI,Landfill gas,Landfill power,Applus1652785543.24,25/11/22,1/3/13,27/7/19," 506,179 ",2,4,21Jun2023
PA,7951,IN,KBS,Solar,Solar PV,KBS_Cert1640080518.81,25/11/22,31/10/13,31/12/20," 109,245 ",2,1,21Jun2023
PA,5239,IN,LGAI,Wind,Wind,Applus1629985351.07,24/11/22,1/1/13,31/12/20," 183,392 ",2,1,21Jun2023
PA,5239,IN,LGAI,Wind,Wind,Applus1629985351.07,24/11/22,9/12/12,31/12/12, 915 ,1,1,21Jun2023
PA,1872,CN,LGAI,Hydro,New dam,Applus1639131086.07,24/11/22,26/2/16,9/3/16," 57,607 ",2,7,21Jun2023
PA,1872,CN,LGAI,Hydro,New dam,Applus1639131125.73,24/11/22,10/3/16,31/12/20," 2,024,030 ",2,8,21Jun2023
PA,3578,IN,LGAI,Wind,Wind,Applus1646933694.52,24/11/22,8/9/10,31/12/12," 24,067 ",1,1,21Jun2023
PA,3578,IN,LGAI,Wind,Wind,Applus1646933694.52,24/11/22,1/1/13,7/9/17," 45,848 ",2,1,21Jun2023
PA,7400,VN,Carbon Check,Hydro,Run of river,CarbonCheck_Cert1652940943.08,24/11/22,1/9/13,31/8/20," 198,113 ",2,1,21Jun2023
PA,7834,CN,No info,Hydro,Run of river,sergeyf731650363867.4,24/11/22,1/10/16,30/6/17," 434,350 ",2,3,21Jun2023
PA,6522,IN,LGAI,Wind,Wind,Applus1645104022.57,21/11/22,1/7/15,31/12/20," 131,797 ",2,2,21Jun2023
PA,5863,IN,Earthood,Wind,Wind,ESPL1645524932.56,21/11/22,25/6/15,31/12/20," 115,400 ",2,2,21Jun2023
PA,6411,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1610568339.9,21/11/22,18/6/19,31/12/20," 79,425 ",2,8,21Jun2023
PoA,10497,FJ,KBS,EE households,Stoves,poaiss4296515~FJ,18/11/22,1/8/20,31/12/20," 54,673 ",2,2,21Jun2023
PA,9755,IN,LGAI,Wind,Wind,Applus1637857814.05,17/11/22,1/11/15,31/12/20," 26,269 ",2,2,21Jun2023
PA,9173,CN,LGAI,Solar,Solar PV,Applus1646935905.12,17/11/22,3/1/13,2/1/20," 399,484 ",2,1,21Jun2023
PA,267,IN,LGAI,Wind,Wind,Applus1650996010.27,17/11/22,1/7/11,31/12/12," 6,475 ",1,4,21Jun2023
PA,267,IN,LGAI,Wind,Wind,Applus1650996010.27,17/11/22,1/1/13,15/6/13," 1,694 ",2,4,21Jun2023
PA,6009,CN,CCSC,Wind,Wind,CCSC_DOE1656468452.9,17/11/22,1/5/12,31/12/12," 63,580 ",1,1,21Jun2023
PA,5862,CN,CCSC,Wind,Wind,CCSC_DOE1656469564.2,17/11/22,1/6/12,31/12/12," 51,829 ",1,1,21Jun2023
PA,3606,CN,CTI,Biomass Energy,Agricultural residues: other kinds,CTI1644905145.47,17/11/22,24/12/13,10/9/17," 261,359 ",2,2,21Jun2023
PA,8914,CL,Carbon Check,Hydro,Run of river,CarbonCheck_Cert1594976511.28,17/11/22,1/5/13,31/12/19," 228,425 ",2,1,21Jun2023
PA,7611,IN,Earthood,Fossil fuel switch,New natural gas plant using LNG,ESPL1646812736.16,17/11/22,24/10/13,31/8/20," 1,976,885 ",2,1,21Jun2023
PA,5368,ID,TUV SUD,Hydro,Run of river,TUEV-SUED1650606634.66,17/11/22,1/5/20,31/12/20," 163,547 ",2,4,21Jun2023
PA,776,IN,LGAI,Wind,Wind,Applus1537355481.96,11/11/22,1/1/13,10/2/17," 34,326 ",2,4,21Jun2023
PA,7939,IN,BVCH,Hydro,Run of river,BVQI1646995329.58,11/11/22,1/12/13,30/11/20," 88,418 ",2,1,21Jun2023
PA,8833,IN,LGAI,Wind,Wind,Applus1642187396.16,10/11/22,20/12/13,19/12/20," 36,764 ",2,1,21Jun2023
PA,7778,IN,LGAI,Wind,Wind,Applus1643049284.49,10/11/22,23/10/12,31/12/12, 541 ,1,1,21Jun2023
PA,7778,IN,LGAI,Wind,Wind,Applus1643049284.49,10/11/22,1/1/13,22/10/19," 61,096 ",2,1,21Jun2023
PA,6909,IN,LGAI,Solar,Solar PV,Applus1648040640.07,10/11/22,14/9/12,31/12/12," 2,850 ",1,1,21Jun2023
PA,6909,IN,LGAI,Solar,Solar PV,Applus1648040640.07,10/11/22,1/1/13,13/9/19," 56,699 ",2,1,21Jun2023
PA,7842,IN,BVCH,Wind,Wind,BVQI1644231521.54,10/11/22,1/1/13,31/12/20," 101,651 ",2,1,21Jun2023
PA,4900,CN,CTI,Wind,Wind,CTI1652858808.55,10/11/22,1/9/16,11/8/18," 1,000,385 ",2,2,21Jun2023
PA,5495,BR,RINA,Wind,Wind,RINA1654098536.77,10/11/22,1/1/17,31/12/20," 826,194 ",2,4,21Jun2023
PA,1134,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1617293652.83,9/11/22,1/8/13,11/2/15," 725,623 ",2,7,21Jun2023
PA,9064,BR,Earthood,Wind,Wind,ESPL1649222769.17,9/11/22,1/9/13,31/8/20," 511,663 ",2,1,21Jun2023
PA,52,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1555602184.73,7/11/22,1/1/11,31/12/12," 600,903 ",1,5,21Jun2023
PA,52,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1555602295.46,7/11/22,1/1/13,14/7/15," 1,116,638 ",2,6,21Jun2023
PA,9077,BR,Earthood,Wind,Wind,ESPL1649222976.3,7/11/22,1/1/14,31/12/20," 658,198 ",2,1,21Jun2023
PA,9069,BR,Earthood,Wind,Wind,ESPL1650472150.79,7/11/22,1/1/14,31/12/20," 641,035 ",2,1,21Jun2023
PA,10017,IN,LGAI,Solar,Solar PV,Applus1613067450.17,3/11/22,1/9/14,31/12/20," 59,088 ",2,1,21Jun2023
PA,5486,IN,LGAI,Wind,Wind,Applus1629116195.24,3/11/22,1/1/16,31/12/20," 72,863 ",2,3,21Jun2023
PA,9699,IN,LGAI,Wind,Wind,Applus1635872016.25,3/11/22,20/8/13,31/12/19," 229,498 ",2,1,21Jun2023
PA,1600,IN,LGAI,Wind,Wind,Applus1643705917.45,3/11/22,2/7/14,10/12/18," 274,490 ",2,6,21Jun2023
PA,5657,CN,LGAI,Landfill gas,Landfill power,Applus1652435479.25,3/11/22,1/1/16,31/12/20," 347,458 ",2,3,21Jun2023
PA,5238,CN,LGAI,Landfill gas,Landfill power,Applus1652439738.87,3/11/22,1/3/16,31/12/20," 250,117 ",2,3,21Jun2023
PA,6229,CN,LGAI,Landfill gas,Landfill power,Applus1652439797.45,3/11/22,1/3/16,31/12/18," 112,984 ",2,2,21Jun2023
PA,3937,CN,LGAI,Landfill gas,Landfill power,Applus1652791300.49,3/11/22,1/3/13,31/12/20," 308,434 ",2,3,21Jun2023
PA,9746,CN,CTI,Wind,Wind,CTI1650350108.9,3/11/22,1/1/14,31/12/20," 706,221 ",2,1,21Jun2023
PA,6160,IN,Earthood,Wind,Wind,ESPL1645357569.1,3/11/22,1/1/19,31/12/20," 55,912 ",2,4,21Jun2023
PoA,9507,IN,4KEarth,Methane avoidance,Domestic manure,poaiss565977235~IN,2/11/22,28/2/20,31/12/20," 41,662 ",2,6,21Jun2023
PA,2630,CO,Earthood,CO2 usage,CO2 recycling,ESPL1596788514.66,2/11/22,26/2/10,31/12/12," 12,020 ",1,1,21Jun2023
PA,2630,CO,Earthood,CO2 usage,CO2 recycling,ESPL1596788514.66,2/11/22,1/1/13,25/2/20," 54,817 ",2,1,21Jun2023
PA,851,KR,KTR,Landfill gas,Landfill power,KTRCert1634099896.22,2/11/22,19/8/20,31/12/20," 100,079 ",2,10,21Jun2023
PA,836,IN,LGAI,Hydro,Run of river,Applus1630246927.59,27/10/22,1/1/14,29/3/17," 79,302 ",2,8,21Jun2023
PA,3838,CN,CCSC,Biomass Energy,Agricultural residues: other kinds,CCSC_DOE1648518795.04,27/10/22,1/1/13,31/12/17," 867,670 ",2,1,21Jun2023
PA,8117,CN,CCSC,Wind,Wind,CCSC_DOE1650545251.99,27/10/22,25/8/15,30/10/20," 210,402 ",2,2,21Jun2023
PA,8115,CN,CCSC,Wind,Wind,CCSC_DOE1650546723.01,27/10/22,25/8/15,30/10/20," 231,575 ",2,2,21Jun2023
PA,7495,CN,CCSC,Wind,Wind,CCSC_DOE1652417004.38,27/10/22,25/8/15,23/7/20," 221,658 ",2,2,21Jun2023
PA,1134,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1617293920.03,27/10/22,12/2/15,30/6/16," 419,721 ",2,8,21Jun2023
PA,9111,IN,Earthood,Hydro,Run of river,ESPL1629456530.78,27/10/22,1/12/18,31/12/20," 49,024 ",2,2,21Jun2023
PA,244,IN,KBS,Hydro,Run of river,KBS_Cert1644293068.21,27/10/22,1/9/19,31/12/20," 18,653 ",2,7,21Jun2023
PA,3033,IN,KBS,Hydro,Run of river,KBS_Cert1652085333.17,27/10/22,1/1/19,31/12/20," 200,565 ",2,1,21Jun2023
PA,4936,BR,RINA,Hydro,Run of river,RINA1645547225.1,27/10/22,1/1/14,24/7/19," 133,459 ",2,2,21Jun2023
PA,1834,GT,TUV NORD,Hydro,Run of river,RWTUV1608022370.81,27/10/22,24/6/17,30/11/20," 607,518 ",2,6,21Jun2023
PA,1994,CN,TUV SUD,Hydro,Run of river,TUEV-SUED1637225193.39,27/10/22,1/1/13,7/11/15," 98,997 ",2,3,21Jun2023
PA,1994,CN,TUV SUD,Hydro,Run of river,TUEV-SUED1637927280.68,27/10/22,8/11/15,31/12/20," 130,876 ",2,4,21Jun2023
PA,480,BR,Earthood,Hydro,Existing dam,ESPL1648200864.81,21/10/22,1/1/13,15/9/19," 42,787 ",2,8,21Jun2023
PA,480,BR,Earthood,Hydro,Existing dam,ESPL1648200864.81,21/10/22,16/9/12,31/12/12," 2,395 ",1,8,21Jun2023
PA,8960,PH,LGAI,Geothermal,Geothermal electricity,Applus1635788076.19,20/10/22,1/1/14,31/12/20," 634,763 ",2,1,21Jun2023
PA,9078,IN,BVCH,Solar,Solar PV,BVQI1650037521.35,20/10/22,24/12/12,31/12/12, 154 ,1,1,21Jun2023
PA,9078,IN,BVCH,Solar,Solar PV,BVQI1650037521.35,20/10/22,1/1/13,23/12/19," 155,536 ",2,1,21Jun2023
PA,1284,CN,CTI,Hydro,New dam,CTI1651751240.47,20/10/22,1/7/16,31/12/20," 1,413,073 ",2,13,21Jun2023
PA,9044,CL,Carbon Check,Hydro,Run of river,CarbonCheck_Cert1594977201.11,20/10/22,15/5/14,31/12/19," 256,164 ",2,1,21Jun2023
PA,8204,PE,Carbon Check,Hydro,Run of river,CarbonCheck_Cert1633017299.56,20/10/22,1/1/16,31/12/20," 64,577 ",2,1,21Jun2023
PA,480,BR,Earthood,Hydro,Existing dam,ESPL1648200436.55,20/10/22,1/10/11,15/9/12," 5,345 ",1,7,21Jun2023
PA,9212,IN,KBS,Hydro,Run of river,KBS_Cert1644843870.06,20/10/22,1/7/19,31/12/20," 26,760 ",2,2,21Jun2023
